SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
ST. THOMAS UNIVERSITY (FLORIDA),71,0,6,0,77,13,5,2,2,22,13,1,0,0,14,1,0,1,1,3,0,0,0,0,0,0,0,0,1,1,5,3,3,37,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,34,0,6,1,41,9,0,0,0,9,2,0,0,0,2,4,1,0,0,5,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,8,0,0,0,8,14,5,1,2,22,11,0,0,1,12,2,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,98,6,9,4,117,Florida,108,New York,3,Texas,2,1
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",77,3,1,2,83,30,3,0,3,36,2,0,1,0,3,0,0,1,1,2,3,1,0,0,4,0,0,0,0,0,0,1,0,9,0,138,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,0,0,0,3,22,0,1,4,27,4,0,0,0,4,5,0,0,0,5,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,24,6,2,2,34,10,1,0,0,11,4,0,0,0,4,1,0,0,0,1,27,0,0,0,27,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,112,7,3,6,128,Minnesota,108,New York,4,North Dakota,4,0
STANFORD UNIVERSITY,166,0,1,0,167,8,0,0,0,8,7,0,0,0,7,0,0,0,0,0,6,2,0,0,8,0,0,0,0,0,3,0,0,0,2,195,6,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,8,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,9,0,0,0,9,7,0,0,0,7,85,0,0,0,85,0,0,0,0,0,13,0,0,0,13,5,0,0,0,5,11,2,0,0,13,51,0,0,0,51,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,187,2,1,0,190,California,84,New York,34,District of Columbia,18,1
STETSON UNIVERSITY,172,1,7,1,181,49,1,9,2,61,1,0,2,1,4,1,0,2,0,3,0,12,0,1,13,0,0,0,0,0,4,0,5,5,0,276,0,4,0,0,4,0,8,0,1,9,0,0,0,0,0,0,0,0,0,0,0,12,0,1,13,6,0,0,0,6,53,0,12,2,67,18,0,0,0,18,5,0,0,0,5,8,0,0,0,8,7,0,0,0,7,10,0,0,0,10,7,0,0,0,7,1,0,0,0,1,50,1,7,2,60,40,7,0,1,48,5,6,1,0,12,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,223,14,20,5,262,Florida,228,Georgia,4,New York,3,1
SUFFOLK UNIVERSITY,202,6,6,1,215,96,13,7,6,122,18,1,2,4,25,2,0,6,2,10,0,0,0,0,0,0,0,0,0,0,11,6,11,50,14,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,67,1,8,3,79,16,0,0,0,16,13,0,0,0,13,12,0,2,0,14,6,0,0,0,6,6,0,0,0,6,17,0,0,0,17,0,0,0,0,0,99,15,7,7,128,53,3,1,0,57,6,1,2,2,11,1,0,0,0,1,16,0,0,0,16,0,0,0,0,0,5,0,1,1,7,0,0,0,0,0,318,20,21,13,372,Massachusetts,293,New York,15,Rhode Island,12,4
SYRACUSE UNIVERSITY,104,1,4,1,110,20,1,0,0,21,1,0,4,0,5,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,10,3,2,22,9,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,24,0,4,1,29,15,0,0,0,15,13,0,0,0,13,1,0,0,0,1,3,0,0,0,3,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,19,2,4,0,25,23,0,0,0,23,6,0,1,0,7,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,129,2,11,1,143,New York,75,District of Columbia,8,Virginia,8,2
TEMPLE UNIVERSITY,149,4,2,1,156,42,1,6,3,52,5,1,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,1,1,1,7,6,16,2,253,0,0,0,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,1,0,3,15,0,1,1,17,13,0,0,0,13,10,0,0,0,10,11,0,1,0,12,7,0,1,0,8,6,0,0,0,6,17,0,0,0,17,7,0,1,2,10,29,3,1,1,34,32,1,0,1,34,11,1,2,6,20,13,0,0,0,13,20,1,0,0,21,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,196,6,8,11,221,Pennsylvania,175,New Jersey,15,Delaware,5,2
"TENNESSEE, UNIVERSITY OF",84,2,0,2,88,10,2,0,0,12,9,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,14,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,6,19,2,0,1,22,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,9,0,0,0,9,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,21,0,1,0,22,10,1,0,0,11,3,0,0,0,3,4,0,0,0,4,6,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,103,4,1,2,110,Tennessee,84,Georgia,6,North Carolina,4,1
TEXAS A&M UNIVERSITY,137,2,5,1,145,17,2,1,0,20,16,0,1,0,17,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,30,4,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,7,69,0,3,1,73,12,1,0,0,13,3,0,0,0,3,3,1,0,0,4,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,38,1,3,0,42,24,1,0,0,25,4,0,0,0,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,172,4,8,1,185,Texas,176,Colorado,2,District Of Columbia,1,0
"TEXAS AT AUSTIN, UNIVERSITY OF",268,2,8,0,278,20,1,2,1,24,0,0,0,0,0,2,0,0,1,3,11,1,0,2,14,0,0,0,0,0,3,3,2,27,0,354,11,1,0,0,12,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,11,1,0,2,14,1,0,0,0,1,28,1,3,0,32,7,0,2,0,9,14,0,0,0,14,8,0,0,0,8,9,0,0,0,9,21,0,0,0,21,88,1,1,0,90,0,0,0,0,0,22,0,2,2,26,37,1,1,0,39,20,0,1,0,21,30,0,0,0,30,16,1,0,0,17,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,301,4,10,4,319,Texas,260,New York,11,California,10,2
TEXAS SOUTHERN UNIVERSITY,52,3,0,0,55,11,0,2,0,13,11,1,0,0,12,4,4,1,0,9,0,0,0,0,0,0,0,0,0,0,9,3,11,30,5,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,26,1,1,0,28,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,1,0,5,10,0,0,0,10,8,1,0,0,9,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,4,0,1,0,5,4,6,0,0,10,78,8,3,0,89,Texas,78,California,1,District of Columbia,1,1
TEXAS TECH UNIVERSITY,138,1,4,0,143,17,0,2,0,19,4,1,0,0,5,2,1,2,2,7,0,0,0,0,0,0,0,0,0,0,5,4,4,24,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,11,50,0,4,0,54,25,0,0,0,25,8,0,0,0,8,3,0,0,0,3,3,0,0,0,3,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,13,1,1,2,17,27,0,1,0,28,4,1,0,0,5,8,0,0,0,8,2,0,0,0,2,0,0,0,0,0,2,1,1,0,4,0,0,0,0,0,161,3,8,2,174,Texas,158,New Mexico,6,Arizona,2,0
THOMAS JEFFERSON SCHOOL OF LAW,59,2,5,1,67,36,4,5,0,45,11,4,0,2,17,0,3,4,1,8,0,0,0,0,0,0,0,0,0,0,8,2,2,64,28,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,50,1,10,1,62,5,1,0,0,6,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,23,4,4,0,31,11,2,0,0,13,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,0,3,6,0,0,0,0,0,106,13,14,4,137,California,110,Texas,6,Colorado,4,1
THOMAS M. COOLEY LAW SCHOOL,189,3,13,1,206,99,3,18,1,121,77,0,15,0,92,14,1,19,3,37,0,0,0,0,0,0,0,0,0,0,9,2,0,162,59,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,1,26,115,1,14,0,130,13,0,3,0,16,7,0,0,0,7,4,0,0,0,4,3,0,0,0,3,2,0,1,0,3,4,0,0,0,4,0,0,0,0,0,106,3,29,3,141,63,2,8,0,73,7,1,2,1,11,0,0,0,0,0,22,0,1,0,23,0,0,0,0,0,11,0,4,0,15,0,0,0,0,0,379,7,65,5,456,Michigan,253,Florida,61,Illinois,15,15
THOMAS M. COOLEY SCHOOL OF LAW – MICHIGAN,157,3,13,0,173,83,3,16,1,103,67,0,15,0,82,12,0,17,3,32,0,0,0,0,0,0,0,0,0,0,8,2,0,134,48,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,22,92,1,12,0,105,11,0,3,0,14,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,1,0,1,0,2,3,0,0,0,3,0,0,0,0,0,95,2,27,3,127,52,2,8,0,62,5,1,2,1,9,0,0,0,0,0,20,0,1,0,21,0,0,0,0,0,10,0,4,0,14,0,0,0,0,0,319,6,61,4,390,Michigan,253,Illinois,15,Ohio,12,14
"TOLEDO, UNIVERSITY OF",48,2,6,0,56,21,0,7,1,29,4,0,1,1,6,1,0,4,1,6,1,0,0,0,1,0,0,0,0,0,0,0,2,5,0,105,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,4,17,0,4,0,21,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,4,2,18,20,0,4,0,24,5,2,4,0,11,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,75,2,18,3,98,Ohio,66,Michigan,8,Texas,4,2
TOURO COLLEGE,105,0,3,1,109,8,1,1,1,11,17,0,0,0,17,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,38,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,41,0,3,2,46,7,0,0,0,7,7,0,0,0,7,14,0,0,0,14,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,18,1,4,2,25,28,0,0,0,28,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,132,1,8,4,145,New York,131,New Jersey,6,Pennsylvania,2,2
TULANE UNIVERSITY,145,1,1,0,147,29,7,13,2,51,6,1,0,0,7,0,1,3,0,4,0,4,0,1,5,0,0,0,0,0,7,7,0,12,1,241,0,1,0,0,1,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,5,5,0,0,0,5,33,2,8,2,45,16,1,0,0,17,7,0,0,0,7,7,0,0,0,7,5,0,0,0,5,11,1,1,0,13,17,0,0,0,17,0,0,0,0,0,27,5,6,0,38,25,1,1,0,27,3,2,1,0,6,12,0,0,0,12,9,0,0,0,9,0,0,0,0,0,3,2,0,1,6,0,0,0,0,0,180,14,17,3,214,Louisiana,93,Texas,25,California,23,4
"TULSA, UNIVERSITY OF",59,0,0,0,59,19,1,2,1,23,3,0,0,0,3,1,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,1,4,0,94,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,24,0,2,1,27,14,0,0,0,14,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,1,20,8,0,0,0,8,6,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,83,2,2,2,89,Oklahoma,56,Texas,19,Missouri,6,0
UNIVERSITY OF BUFFALO-SUNY,124,4,3,3,134,21,2,1,0,24,3,0,2,2,7,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,24,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,31,0,2,1,34,14,0,0,0,14,10,0,1,1,12,5,0,0,0,5,8,0,0,0,8,0,0,0,0,0,2,0,0,0,2,12,0,0,1,13,24,0,2,1,27,21,1,0,0,22,12,3,0,0,15,2,1,0,0,3,5,0,0,0,5,0,1,0,0,1,2,0,1,1,4,0,0,0,0,0,149,6,7,5,167,New York,150,California,2,District of Columbia,2,2
UNIVERSITY OF LA VERNE,15,0,3,0,18,5,0,0,0,5,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0,2,0,15,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,26,California,26,California,2,District of Columbia,2,0
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,20,0,0,0,20,11,1,3,1,16,6,0,0,0,6,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,1,1,9,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,12,12,0,1,0,13,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,39,1,3,3,46,Massachusetts,35,Rhode Island,6,Colorado,1,0
UNIVERSITY OF NEVADA - LAS VEGAS,97,2,8,0,107,4,0,0,0,4,5,0,1,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,7,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,29,0,6,0,35,3,0,1,0,4,8,0,0,0,8,5,0,0,0,5,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,11,0,2,0,13,12,0,0,0,12,2,0,0,0,2,4,0,0,0,4,22,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,10,0,118,Nevada,106,California,4,Arizona,1,1
UNT DALLAS COLLEGE OF LAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nevada,106,California,4,Arizona,1,0
"UTAH, UNIVERSITY OF",81,0,6,0,87,16,0,3,1,20,9,0,0,0,9,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,29,0,7,0,36,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,23,0,1,0,24,13,0,1,0,14,6,0,2,0,8,4,0,0,0,4,14,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,106,0,11,1,118,Utah,105,Nevada,3,Idaho,2,0
VALPARAISO UNIVERSITY,55,2,2,0,59,18,2,3,0,23,2,0,3,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,3,27,4,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,30,0,3,0,33,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,10,3,2,3,18,10,0,0,0,10,3,0,1,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,75,4,8,3,90,Indiana,45,Illinois,26,Michigan,3,0
VANDERBILT UNIVERSITY,145,1,0,1,147,9,1,0,0,10,1,0,0,0,1,0,1,0,0,1,0,13,0,0,13,0,0,0,0,0,1,3,0,6,3,185,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,8,0,0,0,8,3,0,0,0,3,5,0,0,0,5,4,0,0,0,4,15,0,0,0,15,12,0,0,0,12,42,0,0,0,42,1,0,0,0,1,18,2,0,1,21,14,4,0,0,18,7,7,0,0,14,18,1,0,0,19,7,1,0,0,8,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,155,16,0,1,172,Tennessee,37,New York,21,Texas,14,3
VERMONT LAW SCHOOL,77,5,3,3,88,30,6,3,1,40,1,0,0,0,1,1,0,1,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,25,1,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,20,1,3,3,27,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,18,5,2,4,29,17,1,1,0,19,16,2,1,0,19,1,0,0,0,1,27,0,0,0,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,11,7,7,134,Vermont,29,District of Columbia,13,New York,11,3
VILLANOVA UNIVERSITY,132,1,3,2,138,29,3,0,4,36,2,0,0,0,2,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,4,2,1,27,0,213,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,25,2,1,3,31,12,0,0,0,12,7,0,0,0,7,8,0,0,0,8,4,0,0,0,4,3,0,0,0,3,20,0,0,0,20,0,0,0,0,0,31,1,0,3,35,13,0,3,0,16,4,0,0,0,4,3,0,0,0,3,34,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,165,4,4,6,179,Pennsylvania,105,New Jersey,24,New York,11,2
"VIRGINIA, UNIVERSITY OF",311,1,1,3,316,9,0,0,1,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,1,1,1,7,1,367,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,1,0,0,0,1,9,0,1,2,12,5,0,0,0,5,3,0,0,0,3,6,0,0,0,6,8,0,0,0,8,31,0,0,0,31,161,0,0,0,161,0,0,0,0,0,11,0,0,2,13,33,1,0,0,34,10,0,0,0,10,58,0,0,0,58,11,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,350,1,1,4,356,New York,71,District of Columbia,60,Virginia,59,4
WAKE FOREST UNIVERSITY,92,1,2,1,96,21,1,0,1,23,5,2,0,0,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,3,0,138,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,24,1,1,1,27,10,0,0,0,10,6,0,0,0,6,5,0,0,0,5,3,0,0,0,3,5,0,0,0,5,9,0,0,0,9,2,0,0,0,2,19,2,1,1,23,16,0,0,0,16,8,0,0,0,8,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,6,1,0,0,7,0,0,0,0,0,120,4,2,2,128,North Carolina,60,Virginia,11,New York,7,0
WASHBURN UNIVERSITY,73,6,2,0,81,11,1,1,0,13,2,1,2,3,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,9,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,33,1,2,0,36,2,0,0,0,2,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,11,5,4,2,22,17,1,0,0,18,4,0,1,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,86,8,7,3,104,Kansas,70,Missouri,10,Colorado,5,0
WASHINGTON AND LEE UNIVERSITY,131,3,0,0,134,11,2,1,0,14,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,5,7,0,10,0,174,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,17,1,0,0,18,10,0,0,0,10,11,0,0,0,11,4,0,0,0,4,10,0,0,0,10,4,0,0,0,4,18,0,0,0,18,0,0,0,0,0,10,4,2,0,16,16,0,0,0,16,13,0,1,0,14,8,0,0,0,8,20,0,0,0,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,144,5,3,0,152,Virginia,41,District of Columbia,17,New York,15,1
WASHINGTON UNIVERSITY,174,3,4,4,185,21,0,1,0,22,1,0,0,0,1,0,0,0,0,0,2,10,1,0,13,0,0,0,0,0,5,0,1,1,0,228,2,10,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,0,13,2,0,0,0,2,26,0,0,4,30,10,0,0,0,10,7,0,1,0,8,4,0,0,0,4,4,1,0,0,5,14,0,0,0,14,47,0,0,0,47,2,0,0,0,2,35,1,2,0,38,17,5,1,0,23,8,5,2,0,15,12,1,0,0,13,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,198,13,6,4,221,Missouri,71,New York,31,California,18,11
"WASHINGTON, UNIVERSITY OF",131,4,5,3,143,16,0,3,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,18,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,24,0,4,1,29,14,0,0,0,14,4,0,0,0,4,6,0,0,0,6,5,0,0,0,5,8,0,0,0,8,18,1,0,1,20,0,0,0,0,0,14,0,1,2,17,29,1,0,0,30,6,1,2,1,10,5,1,0,0,6,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,4,8,5,164,Washington,126,California,12,Oregon,6,3
