SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
CHARLESTON SCHOOL OF LAW,75,5,0,1,81,10,6,1,3,20,11,1,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,3,11,2,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,35,2,1,3,41,8,0,0,0,8,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,8,0,0,19,17,2,0,0,19,1,0,0,0,1,0,0,0,0,0,7,1,0,1,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,96,13,1,4,114,South Carolina,85,Virginia,5,Georgia,4,0
CHARLOTTE SCHOOL OF LAW,80,10,0,2,92,14,40,1,8,63,21,6,6,15,48,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,3,2,14,105,9,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,45,2,1,6,54,4,0,1,1,6,2,1,0,0,3,2,1,0,0,3,1,0,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,30,50,3,14,97,11,4,1,3,19,2,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,115,58,7,27,207,North Carolina,141,South Carolina,11,Pennsylvania,7,1
"CHICAGO, UNIVERSITY OF",201,0,0,0,201,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,215,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,4,0,0,0,4,3,0,0,0,3,6,0,0,0,6,19,0,0,0,19,107,0,0,0,107,0,0,0,0,0,3,0,0,0,3,12,0,0,0,12,14,0,0,0,14,36,0,0,0,36,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,215,0,0,0,215,Illinois,73,New York,48,California,25,1
CHICAGO-KENT COLLEGE OF LAW-IIT,136,3,3,5,147,35,10,4,8,57,10,1,0,0,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,3,2,13,1,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,34,4,5,3,46,12,0,0,0,12,3,0,0,1,4,5,0,0,0,5,4,0,0,0,4,6,0,0,0,6,15,0,0,0,15,15,0,1,0,16,35,8,0,9,52,23,2,0,1,26,9,0,0,0,9,4,0,0,0,4,10,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,181,14,7,14,216,Illinois,168,California,4,Pennsylvania,4,6
"CINCINNATI, UNIVERSITY OF",74,2,0,2,78,13,0,0,0,13,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,19,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,4,0,0,0,4,2,0,0,0,2,10,0,0,0,10,0,0,0,0,0,16,1,0,1,18,17,0,0,0,17,7,0,0,0,7,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,90,2,0,2,94,Ohio,70,Kentucky,4,Indiana,3,0
CITY UNIVERSITY OF NEW YORK,69,1,1,2,73,3,3,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,6,10,0,104,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,7,2,1,3,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,29,0,0,0,29,18,0,0,2,20,1,0,0,0,1,14,0,0,0,14,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,72,4,1,8,85,New York,67,New Jersey,12,Connecticut,2,0
CLEVELAND STATE UNIVERSITY,61,1,3,1,66,17,0,4,0,21,8,1,0,1,10,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,13,2,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,21,1,5,1,28,8,0,1,0,9,6,0,0,0,6,4,0,0,0,4,8,0,0,0,8,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,20,0,2,0,22,13,1,0,0,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,87,2,9,2,100,Ohio,97,New York,1,North Carolina,1,0
"COLORADO, UNIVERSITY OF",123,3,3,0,129,12,3,0,1,16,0,3,0,0,3,0,0,1,2,3,4,0,0,9,13,0,0,0,0,0,2,5,1,8,4,184,3,0,0,7,10,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,9,13,1,0,1,0,2,18,1,2,1,22,3,1,0,0,4,8,0,0,0,8,1,0,0,0,1,5,0,0,0,5,6,0,0,0,6,11,1,0,0,12,0,0,0,0,0,19,4,1,2,26,25,1,0,1,27,15,1,0,1,17,3,0,0,0,3,18,0,0,7,25,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,139,9,4,12,164,Colorado,133,Texas,7,California,3,1
COLUMBIA UNIVERSITY,356,2,0,0,358,8,1,1,0,10,1,0,0,0,1,0,0,0,0,0,12,0,0,0,12,0,1,0,0,1,0,1,1,5,0,389,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,6,1,0,0,7,38,0,0,0,38,258,0,0,0,258,0,0,0,0,0,10,1,1,0,12,17,0,0,0,17,18,0,0,0,18,19,0,0,0,19,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,377,4,1,0,382,New York,282,California,24,District of Columbia,24,14
CONCORDIA LAW SCHOOL,23,1,0,0,24,5,1,1,1,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,0,0,1,7,7,1,1,0,9,1,0,0,0,1,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29,3,1,1,34,Idaho,31,Utah,2,Oregon,1,0
"CONNECTICUT, UNIVERSITY OF",108,2,0,1,111,14,0,1,1,16,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,0,1,15,13,0,0,0,13,7,0,0,0,7,4,0,0,0,4,11,0,0,0,11,3,0,0,0,3,7,0,0,0,7,0,0,0,0,0,26,2,0,1,29,19,0,0,0,19,5,0,1,0,6,2,0,0,0,2,19,0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132,2,1,2,137,Connecticut,91,Massachusetts,17,New York,12,1
CORNELL UNIVERSITY,166,0,0,0,166,2,0,1,0,3,0,0,0,0,0,1,0,0,0,1,2,5,0,0,7,0,0,0,0,0,1,0,1,3,2,184,2,3,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,7,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,2,0,0,0,2,5,0,0,0,5,6,0,0,0,6,19,0,0,0,19,102,0,0,0,102,0,0,0,0,0,3,0,0,0,3,9,0,0,0,9,4,3,1,0,8,10,1,0,0,11,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,5,1,0,177,New York,99,California,17,District Of Columbia,13,9
CREIGHTON UNIVERSITY,73,1,3,2,79,15,1,0,0,16,4,0,1,1,6,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,2,17,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,1,0,26,4,0,0,0,4,4,0,0,0,4,5,0,0,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7,23,2,0,1,26,12,0,2,0,14,2,0,0,0,2,2,0,0,0,2,8,0,0,0,8,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,94,3,4,3,104,Nebraska,58,Iowa,8,Colorado,6,0
"DAYTON, UNIVERSITY OF",40,0,1,0,41,19,0,0,0,19,4,2,0,1,7,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,6,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22,1,1,0,24,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,13,1,1,1,16,11,0,0,0,11,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,63,3,2,1,69,Ohio,44,Indiana,5,Kentucky,4,0
"DENVER, UNIVERSITY OF",168,0,9,4,181,43,6,5,2,56,4,0,0,0,4,3,0,1,0,4,5,1,0,5,11,0,0,0,0,0,0,0,0,10,1,267,5,0,0,5,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,5,11,3,0,0,0,3,46,1,9,4,60,16,1,0,0,17,10,0,0,0,10,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,31,3,3,0,37,64,1,3,6,74,7,1,0,1,9,1,0,0,0,1,25,0,0,0,25,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,223,7,15,11,256,Colorado,227,New Mexico,3,New York,3,0
DEPAUL UNIVERSITY,126,2,1,0,129,38,1,6,2,47,3,0,3,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,45,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,44,1,5,1,51,15,0,0,0,15,8,0,0,0,8,7,0,0,0,7,1,0,0,0,1,5,0,0,0,5,9,0,0,0,9,6,0,0,0,6,39,0,3,2,44,22,2,1,0,25,7,0,0,0,7,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,168,3,10,3,184,Illinois,160,California,4,Florida,3,1
"DETROIT MERCY, UNIVERSITY OF",49,41,0,0,90,21,1,4,1,27,4,0,1,0,5,1,0,2,0,3,0,0,0,1,1,0,0,0,0,0,2,1,0,13,4,146,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,18,12,3,0,33,10,8,0,0,18,4,4,0,0,8,4,1,0,0,5,5,0,0,0,5,0,0,0,0,0,1,4,0,0,5,0,0,0,0,0,17,9,2,0,28,4,2,1,0,7,2,1,1,1,5,0,0,0,0,0,7,0,0,0,7,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,75,42,7,2,126,Michigan,73,Illinois,1,Florida,3,51
DISTRICT OF COLUMBIA,33,6,0,0,39,30,1,3,3,37,2,0,2,0,4,1,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,11,2,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,9,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,4,3,1,29,12,1,0,0,13,7,0,0,1,8,0,0,0,0,0,12,2,0,0,14,0,0,0,0,0,4,0,2,1,7,0,0,0,0,0,67,7,6,4,84,District of Columbia,41,Maryland,17,Virginia,12,0
DRAKE UNIVERSITY,64,0,1,2,67,18,0,1,1,20,0,1,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,8,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,30,0,0,0,30,10,0,0,0,10,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2,1,20,9,0,0,2,11,1,0,2,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,82,1,5,3,91,Iowa,81,Minnesota,2,Colorado,2,0
DREXEL UNIVERSITY,111,1,1,1,114,12,1,3,1,17,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,0,1,9,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,22,7,0,0,0,7,5,0,1,0,6,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,8,0,0,0,8,0,0,0,0,0,6,2,2,2,12,24,0,0,1,25,5,0,0,0,5,0,0,0,0,0,40,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3,5,3,134,Pennsylvania,83,New Jersey,34,New York,4,0
DUKE UNIVERSITY,207,0,1,0,208,3,0,0,0,3,1,0,0,1,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,3,1,2,2,0,224,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,3,0,0,0,3,7,0,0,0,7,19,0,0,0,19,113,0,0,0,113,0,0,0,0,0,5,0,0,0,5,11,1,0,1,13,4,1,1,0,6,35,0,0,0,35,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,212,2,1,1,216,New York,63,District of Columbia,25,North Carolina,22,7
DUQUESNE UNIVERSITY,78,4,0,2,84,17,1,0,1,19,6,0,1,1,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29,2,0,1,32,8,0,0,2,10,6,0,0,0,6,5,0,0,0,5,3,1,0,0,4,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,18,2,0,1,21,10,0,1,0,11,1,0,0,0,1,2,0,0,0,2,11,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,103,5,1,4,113,Pennsylvania,104,Florida,2,Ohio,2,0
ELON UNIVERSITY,30,5,0,0,35,16,5,1,2,24,1,2,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,21,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,1,0,0,18,3,0,0,0,3,2,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,6,2,1,15,12,2,0,1,15,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,47,12,2,3,64,North Carolina,46,Virginia,9,New York,2,0
EMORY UNIVERSITY,199,1,0,0,200,33,3,3,1,40,1,0,0,2,3,0,0,0,0,0,1,21,0,1,23,0,0,0,0,0,4,2,6,6,0,284,1,13,0,0,14,0,8,0,1,9,0,0,0,0,0,0,0,0,0,0,1,21,0,1,23,2,0,0,0,2,35,2,1,1,39,21,1,0,0,22,7,0,0,0,7,5,1,0,0,6,10,0,0,0,10,15,0,0,0,15,50,0,0,0,50,0,0,0,0,0,43,0,1,1,45,25,8,0,0,33,6,9,0,0,15,11,0,0,0,11,4,0,0,0,4,0,0,0,0,0,0,4,1,2,7,0,0,0,0,0,234,25,3,4,266,Georgia,136,New York,35,Florida,17,4
EUGENIO MARIA DE HOSTOS SCHOOL OF LAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgia,136,New York,35,Florida,17,0
FAULKNER UNIVERSITY,43,0,2,1,46,11,0,1,0,12,4,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,21,0,2,0,23,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,1,1,7,15,0,1,1,17,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,58,0,4,2,64,Alabama,51,Georgia,4,Florida,3,0
FLORIDA A&M UNIVERSITY,45,0,0,0,45,15,2,2,3,22,18,0,0,0,18,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,18,12,120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,3,13,1,1,2,17,5,0,0,0,5,3,0,1,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14,1,0,1,16,22,0,0,0,22,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,6,1,0,0,7,0,0,0,0,0,79,3,2,3,87,Florida,77,District Of Columbia,1,Georgia,1,0
FLORIDA COASTAL SCHOOL OF LAW,108,4,13,1,126,13,3,2,5,23,20,2,6,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,83,9,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,45,3,8,6,62,7,0,4,0,11,4,0,0,0,4,5,0,0,0,5,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,29,0,3,1,33,29,5,1,2,37,11,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3,1,8,0,0,0,0,0,141,9,21,10,181,Florida,137,Georgia,16,New York,6,1
FLORIDA INTERNATIONAL UNIVERSITY,108,2,1,0,111,17,0,2,0,19,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,12,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,50,0,2,0,52,15,0,0,0,15,3,0,0,0,3,2,0,0,0,2,4,0,0,0,4,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,13,2,2,0,17,21,0,1,0,22,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,127,2,6,0,135,Florida,127,District of Columbia,2,Georgia,2,0
FLORIDA STATE UNIVERSITY,136,0,1,0,137,16,3,8,0,27,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,5,4,11,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,35,6,0,0,0,6,7,0,0,0,7,7,0,0,0,7,8,0,0,0,8,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,17,2,1,1,21,59,0,1,0,60,7,1,0,0,8,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,153,3,10,1,167,Florida,139,Georgia,7,District of Columbia,5,2
"FLORIDA, UNIVERSITY OF",230,0,0,1,231,36,3,1,1,41,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,2,1,22,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,52,1,0,0,53,26,0,0,0,26,11,0,0,0,11,16,0,0,0,16,17,0,0,1,18,15,0,0,0,15,20,0,0,0,20,0,0,0,0,0,32,2,0,0,34,50,0,1,0,51,7,0,0,1,8,7,0,0,0,7,11,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,269,3,1,2,275,Florida,235,District of Columbia,10,Georgia,6,1
FORDHAM UNIVERSITY,286,3,0,1,290,29,3,2,0,34,14,0,0,0,14,0,0,0,0,0,1,9,0,2,12,0,0,0,0,0,2,1,1,29,1,384,0,1,0,1,2,1,8,0,1,10,0,0,0,0,0,0,0,0,0,0,1,9,0,2,12,0,0,0,0,0,20,0,2,0,22,17,2,0,0,19,10,0,0,0,10,12,0,0,0,12,10,0,0,0,10,32,0,0,0,32,109,2,0,0,111,0,0,0,0,0,45,1,0,0,46,40,2,0,1,43,17,0,0,2,19,10,1,0,0,11,7,0,0,0,7,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,330,15,2,3,350,New York,298,New Jersey,10,California,6,3
GENERIC UNIVERSITY SCHOOL OF LAW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,298,New Jersey,10,California,6,0
GEORGE MASON UNIVERSITY,86,1,0,0,87,25,0,4,0,29,1,0,1,0,2,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,2,0,5,2,0,133,2,0,0,0,2,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,22,0,1,0,23,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,4,0,0,0,4,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,20,1,2,0,23,25,0,0,0,25,5,0,1,0,6,2,0,0,0,2,11,0,0,0,11,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,116,1,5,2,124,Virginia,60,District of Columbia,42,California,4,1
GEORGE WASHINGTON UNIVERSITY,373,7,4,3,387,61,3,6,2,72,4,0,2,0,6,1,0,0,0,1,9,24,0,0,33,0,0,0,0,0,10,0,6,37,3,555,9,23,0,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,24,0,0,33,0,0,0,0,0,32,3,5,2,42,16,1,0,0,17,7,0,0,0,7,14,2,0,0,16,15,0,0,0,15,31,0,0,0,31,130,2,0,1,133,0,0,0,0,0,47,7,2,2,58,88,3,0,0,91,25,13,3,0,41,21,1,0,0,22,20,2,0,0,22,1,0,0,0,1,1,0,2,0,3,0,0,0,0,0,448,34,12,5,499,District Of Columbia,242,New York,57,Virginia,51,8
