SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded-FTLT,Funded-FTST,Funded-PTLT,Funded-PTST,Funded Position,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType Total,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
LOYOLA UNIVERSITY-NEW ORLEANS,106,1,2,0,109,31,1,1,2,35,18,0,1,2,21,4,0,0,0,4,1,0,0,0,1,11,0,4,42,4,231,0,0,0,2,2,5,0,0,0,5,54,0,1,0,55,11,1,0,0,12,9,0,0,0,9,6,0,0,0,6,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,23,1,1,0,25,21,0,0,0,21,9,0,2,0,11,5,0,0,0,5,11,0,0,0,11,0,0,0,0,0,1,0,0,4,5,0,0,0,0,0,160,2,4,4,170,Louisiana,133,Colorado,5,District Of Columbia,5,0
"MAINE, UNIVERSITY OF",38,1,2,0,41,7,2,0,2,11,2,0,1,0,3,3,0,3,2,8,0,0,0,0,0,1,1,1,23,1,90,0,0,0,0,0,1,0,0,0,1,17,0,2,1,20,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,16,5,1,0,1,7,0,1,1,1,3,1,0,0,0,1,6,0,0,0,6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,50,3,6,4,63,Maine,47,New Hampshire,4,Massachusetts,3,0
MARQUETTE UNIVERSITY,133,7,4,3,147,19,6,1,4,30,21,0,0,1,22,0,0,1,0,1,0,0,0,0,0,2,0,0,15,13,230,0,0,0,0,0,9,0,2,0,11,51,1,1,3,56,14,1,0,0,15,7,0,0,0,7,2,0,0,0,2,9,0,0,0,9,1,0,0,0,1,6,0,0,0,6,0,0,0,0,0,40,9,2,4,55,15,1,0,0,16,6,0,1,1,8,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,6,1,0,0,7,0,0,0,0,0,173,13,6,8,200,Wisconsin,160,Illinois,14,Texas,4,0
"MARYLAND, UNIVERSITY OF",140,4,2,30,176,45,3,9,1,58,28,2,9,1,40,0,0,0,0,0,0,0,0,0,1,4,0,4,11,3,297,0,2,0,30,32,0,0,0,0,0,28,0,2,9,39,3,0,1,1,5,4,0,0,1,5,6,0,0,0,6,2,0,0,1,3,3,0,0,0,3,13,0,0,3,16,0,0,2,0,2,23,4,9,1,37,37,0,2,5,44,17,2,0,10,29,11,0,0,0,11,50,0,0,0,50,0,0,0,0,0,16,3,4,1,24,0,0,0,0,1,213,9,20,32,275,Maryland,181,District Of Columbia,38,Virginia,10,0
MCGEORGE SCHOOL OF LAW,132,13,9,54,208,10,4,0,4,18,14,0,2,0,16,0,0,5,1,6,0,0,0,0,0,2,0,0,49,4,303,0,7,0,39,46,6,0,1,0,7,48,6,3,14,71,6,0,0,3,9,10,1,0,1,12,6,0,0,0,6,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,7,4,33,30,4,4,12,50,5,2,1,18,26,4,0,0,0,4,11,1,0,0,12,0,0,0,0,0,2,3,0,6,11,0,0,0,0,0,156,17,16,59,248,California,212,Nevada,13,Texas,3,4
"MEMPHIS, UNIVERSITY OF",77,2,2,0,81,6,0,1,0,7,2,1,1,0,4,0,0,3,0,3,0,0,0,0,0,1,0,2,9,22,129,1,0,0,0,1,6,0,1,0,7,29,0,1,0,30,6,0,0,0,6,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,6,1,4,0,11,11,1,0,0,12,4,0,0,0,4,4,0,0,0,4,7,1,1,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,85,3,7,0,95,Tennessee,86,District Of Columbia,2,Georgia,2,0
MERCER UNIVERSITY,82,4,1,0,87,5,0,1,2,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,2,15,6,130,1,0,0,0,1,2,0,0,0,2,27,0,1,2,30,12,0,0,0,12,7,1,0,0,8,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,3,3,0,0,6,3,0,0,0,3,5,0,1,0,6,12,0,0,0,12,7,0,0,0,7,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,91,4,2,2,99,Georgia,74,Florida,5,North Carolina,4,0
"MIAMI, UNIVERSITY OF",212,56,2,10,280,23,5,0,5,33,8,2,0,1,11,4,0,0,0,4,0,0,0,0,0,13,0,17,11,16,385,7,37,0,0,44,2,0,0,0,2,69,7,1,6,83,34,1,1,1,37,13,0,0,0,13,6,0,0,0,6,12,1,0,0,13,5,0,0,0,5,13,0,0,0,13,2,2,0,1,5,39,11,0,6,56,26,14,0,2,42,14,17,0,0,31,1,7,0,0,8,4,3,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,247,63,2,16,328,Florida,249,District of Columbia,15,New York,11,4
MICHIGAN STATE UNIVERSITY,125,10,3,14,152,46,6,6,12,70,10,0,0,0,10,6,0,1,0,7,4,0,1,0,11,15,1,0,13,4,283,6,2,0,24,32,12,0,0,0,12,48,0,2,0,50,15,0,0,0,15,4,1,0,0,5,9,0,0,0,9,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,7,0,1,0,8,44,13,5,2,64,24,1,0,1,27,7,0,0,18,25,1,0,0,0,1,6,0,0,0,6,0,0,0,0,0,5,1,2,5,13,5,0,1,0,11,191,16,11,26,250,Michigan,136,Illinois,18,New York,9,16
"MICHIGAN, UNIVERSITY OF",286,9,4,0,299,39,1,4,0,44,8,0,3,0,11,1,0,0,0,1,0,0,0,0,4,2,0,4,13,1,379,2,8,2,0,12,0,0,0,0,0,19,0,0,0,19,7,0,1,0,8,2,0,0,0,2,6,0,0,0,6,20,0,0,0,20,27,0,0,0,27,82,0,0,0,82,2,1,2,0,5,34,0,4,0,38,30,3,1,0,34,40,6,1,0,47,40,0,0,0,40,17,0,0,0,17,0,0,0,0,0,7,0,2,0,9,1,0,0,0,5,334,10,11,0,359,New York,67,Michigan,56,District Of Columbia,49,12
"MINNESOTA, UNIVERSITY OF",155,34,1,2,192,18,4,1,5,28,5,0,1,0,6,0,0,2,0,2,0,0,0,1,13,9,0,2,6,3,261,0,22,0,1,23,2,0,0,0,2,36,0,0,2,38,6,0,0,2,8,2,1,0,0,3,7,0,0,0,7,9,0,0,0,9,14,4,0,0,18,9,0,0,0,9,2,0,0,0,2,28,11,4,1,44,12,7,0,0,19,9,12,0,1,22,11,1,0,0,12,26,1,0,0,27,0,0,0,0,0,5,1,0,1,7,0,0,1,1,14,178,38,5,8,241,Minnesota,154,California,11,New York,9,1
MISSISSIPPI COLLEGE,125,0,0,1,126,10,0,1,0,11,4,0,0,0,4,3,0,1,1,5,0,0,0,0,0,7,0,1,12,0,166,0,0,0,1,1,14,0,0,0,14,49,0,0,0,49,8,0,0,0,8,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,1,0,1,16,0,1,1,18,11,0,0,0,11,6,0,0,0,6,2,0,0,0,2,20,0,0,0,20,2,0,0,0,2,2,0,0,1,3,0,0,0,0,0,142,0,2,2,146,Mississippi,82,Louisiana,14,Tennessee,12,0
"MISSISSIPPI, UNIVERSITY OF",83,4,0,0,87,10,0,4,0,14,4,1,0,1,6,1,0,0,0,1,0,0,0,0,0,11,0,0,13,19,151,1,0,0,0,1,5,0,0,0,5,30,1,2,0,33,8,0,0,0,8,4,0,0,0,4,5,0,0,0,5,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,11,3,1,0,15,14,1,0,0,15,3,0,1,0,4,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,98,5,4,1,108,Mississippi,61,Tennessee,13,Florida,8,0
"MISSOURI-COLUMBIA, UNIVERSITY OF",94,5,0,4,103,10,1,0,3,14,2,0,0,0,2,2,0,1,0,3,1,0,0,0,1,4,1,2,9,2,141,4,0,0,2,6,4,0,0,0,4,23,0,0,0,23,6,2,0,0,8,1,0,0,0,1,5,0,0,0,5,4,1,0,0,5,1,0,0,0,1,5,2,0,0,7,4,0,0,1,5,13,1,0,1,15,19,0,0,0,19,5,0,0,2,7,2,0,0,0,2,10,0,0,0,10,1,0,0,0,1,5,0,0,2,7,1,0,1,1,3,109,6,1,7,123,Missouri,103,California,3,Texas,3,1
"MISSOURI-KANSAS CITY, UNIVERSITY OF",94,3,6,0,103,16,7,3,1,27,3,0,3,1,7,0,0,3,0,3,0,0,0,0,0,1,0,2,11,0,154,1,0,0,3,4,6,0,0,0,6,34,1,6,0,41,10,0,1,0,11,2,0,0,0,2,2,0,0,0,2,3,0,0,0,3,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,15,9,6,0,30,15,0,0,0,15,4,0,1,0,5,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,1,0,1,2,4,0,0,0,0,0,113,10,15,2,140,Missouri,107,Kansas,18,Colorado,4,1
"MONTANA, UNIVERSITY OF",56,2,4,1,63,2,1,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,4,6,2,85,0,0,0,0,0,1,0,1,0,2,29,0,3,1,33,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,8,2,0,0,0,2,2,0,0,0,2,10,2,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60,3,4,1,68,Montana,52,North Dakota,3,Alaska,2,0
"NEBRASKA, UNIVERSITY OF",84,0,0,0,84,15,1,0,2,18,4,1,0,0,5,3,0,4,1,8,0,0,0,0,0,2,0,1,9,3,130,1,0,0,0,1,6,0,0,0,6,32,0,0,0,32,6,0,0,0,6,3,0,0,0,3,6,0,0,0,6,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,4,1,29,14,1,0,2,17,7,0,0,0,7,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,106,2,4,3,115,Nebraska,85,Colorado,4,North Carolina,4,0
NEW ENGLAND LAW | BOSTON,106,15,4,4,129,31,6,11,5,53,19,2,6,2,29,1,1,15,2,19,1,0,2,1,4,9,0,6,41,18,308,0,6,0,0,6,15,0,0,0,15,43,1,11,5,60,9,0,0,0,9,4,1,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1,1,38,11,21,6,76,27,1,1,0,29,6,5,1,1,13,2,0,0,0,2,9,5,0,0,14,0,0,0,0,0,0,0,2,0,2,1,0,2,1,4,158,24,38,14,234,Massachusetts,159,New York,8,Rhode Island,8,1
NEW HAMPSHIRE UNIVERSITY OF,70,16,6,2,94,11,2,3,14,30,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,4,2,5,8,0,147,0,10,0,10,20,7,0,0,4,11,13,0,4,1,18,2,1,0,0,3,6,0,0,0,6,2,0,0,0,2,6,0,1,0,7,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,20,3,3,1,27,12,6,0,0,18,5,7,0,0,12,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,1,2,2,10,15,0,0,0,0,0,83,19,10,16,128,New Hampshire,50,Massachusetts,14,Virginia,10,2
"NEW MEXICO, UNIVERSITY OF",68,0,1,1,70,4,1,0,2,7,12,1,4,1,18,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,103,0,0,0,0,0,4,0,0,0,4,25,1,5,4,35,6,0,0,0,6,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,17,0,0,0,17,9,0,0,0,9,0,0,0,0,0,8,1,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,84,2,5,4,95,New Mexico,86,Arizona,2,District Of Columbia,2,0
NEW YORK LAW SCHOOL,183,7,10,29,229,59,21,8,8,96,28,7,8,2,45,6,1,6,7,20,0,0,0,0,10,6,0,11,75,23,515,3,1,0,27,31,2,0,0,0,2,67,2,13,11,94,27,2,2,1,32,15,1,0,0,16,5,0,0,1,6,1,0,0,0,1,3,1,0,0,4,7,0,0,0,7,1,0,0,1,2,70,28,16,13,133,34,1,0,14,49,22,0,0,5,27,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,8,1,0,0,10,0,0,1,0,3,276,36,32,46,400,New York,313,New Jersey,35,California,9,1
NEW YORK UNIVERSITY,420,1,3,0,424,17,0,0,0,17,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,4,0,4,10,2,466,56,0,0,1,57,4,0,1,0,5,11,0,1,0,12,10,0,0,0,10,8,0,0,0,8,4,0,0,0,4,7,0,0,0,7,26,0,0,0,26,168,0,0,0,168,0,0,0,0,0,22,0,0,0,22,36,1,0,0,37,80,0,1,0,81,51,0,0,0,51,12,0,0,0,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,441,1,3,0,445,New York,279,California,44,District of Columbia,19,13
NORTH CAROLINA CENTRAL UNIVERSITY,74,3,1,0,78,25,0,1,1,27,18,0,0,0,18,0,0,1,0,1,0,0,0,0,1,7,0,5,21,12,170,0,0,0,0,0,13,0,0,0,13,26,0,1,0,27,3,0,0,0,3,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,27,2,1,0,30,25,0,0,0,25,6,0,0,1,7,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,8,0,0,0,8,1,0,1,0,3,117,3,3,1,125,North Carolina,88,District Of Columbia,9,Georgia,5,1
"NORTH CAROLINA, UNIVERSITY OF",169,5,4,0,178,23,0,0,0,23,2,0,0,0,2,2,5,1,3,11,0,0,0,0,0,6,0,5,14,8,247,1,0,0,0,1,3,0,0,0,3,34,1,2,0,37,17,0,1,0,18,9,0,0,0,9,7,0,0,0,7,6,0,0,0,6,2,0,0,0,2,24,0,0,0,24,0,0,0,0,0,29,6,1,3,39,19,1,0,0,20,22,1,1,0,24,11,1,0,0,12,11,0,0,0,11,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,196,10,5,3,214,North Carolina,123,District Of Columbia,17,Georgia,11,1
"NORTH DAKOTA, UNIVERSITY OF",40,0,1,0,41,10,1,1,0,12,11,0,0,0,11,5,0,1,0,6,0,0,0,0,0,0,0,0,9,2,81,1,0,0,0,1,0,0,0,0,0,20,0,2,0,22,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,17,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,66,1,3,0,70,North Dakota,43,Minnesota,10,South Dakota,3,4
NORTHEASTERN UNIVERSITY,90,11,4,27,132,10,6,1,1,18,3,1,0,1,5,0,0,0,4,4,0,0,0,0,0,1,0,6,15,1,182,0,0,0,19,19,1,0,0,0,1,17,5,2,4,28,4,1,0,0,5,7,1,0,0,8,6,0,0,0,6,2,0,0,0,2,0,1,0,0,1,2,0,0,1,3,0,0,0,0,0,8,7,1,5,21,11,1,0,3,15,27,2,2,9,40,0,0,0,0,0,13,0,0,2,15,0,0,0,0,0,5,0,0,8,13,0,0,0,1,1,103,18,5,33,159,Massachusetts,98,California,10,New York,10,3
NORTHERN ILLINOIS UNIVERSITY,53,3,9,0,65,5,0,2,0,7,1,0,0,0,1,4,0,1,0,5,0,0,0,0,0,0,0,3,15,1,97,2,0,0,0,2,3,0,0,0,3,22,0,7,0,29,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11,0,4,0,15,9,2,1,0,12,6,0,0,0,6,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,63,3,12,0,78,Illinois,69,North Carolina,2,Wisconsin,2,0
NORTHERN KENTUCKY UNIVERSITY,65,0,8,0,73,38,3,4,1,46,17,2,1,0,20,1,1,3,1,6,0,0,0,0,3,0,0,2,17,12,179,0,1,0,0,1,1,0,4,0,5,27,0,5,0,33,6,0,1,0,7,5,0,0,0,5,3,0,0,0,3,2,1,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,32,2,4,0,38,15,1,2,0,18,8,1,0,0,9,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,4,1,0,2,7,0,0,0,0,2,121,6,16,2,148,Kentucky,80,Ohio,51,Indiana,3,0
NORTHWESTERN UNIVERSITY,221,1,8,5,235,22,1,1,3,27,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,5,0,2,11,3,287,0,0,6,5,11,2,0,0,0,2,6,0,2,0,8,4,1,0,0,5,5,0,0,0,5,11,0,0,1,12,15,0,0,0,15,22,0,0,0,22,116,0,0,0,116,1,0,0,0,1,25,1,1,2,29,7,0,2,1,10,5,0,3,3,11,23,0,0,0,23,3,0,0,0,3,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,247,2,9,8,266,Illinois,111,New York,47,California,29,8
"NOTRE DAME, UNIVERSITY OF",118,42,1,1,162,9,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,6,2,190,2,41,0,0,43,0,0,0,0,0,11,0,0,0,11,7,0,0,0,7,5,0,0,0,5,3,0,0,0,3,22,0,0,0,22,3,0,0,0,3,13,0,0,0,13,0,0,0,0,0,16,0,0,0,16,20,8,1,0,29,5,16,0,0,21,10,7,0,0,17,11,11,0,0,22,0,0,0,0,0,4,0,0,0,4,0,0,0,1,1,130,42,1,1,174,Illinois,19,District of Columbia,17,New York,16,1
NOVA SOUTHEASTERN UNIVERSITY,176,8,2,6,192,27,4,5,8,44,10,0,1,0,11,3,2,2,0,7,0,0,0,0,0,12,0,7,28,1,302,0,0,0,0,0,9,1,0,0,10,91,1,6,4,102,18,1,0,0,19,11,0,0,0,11,11,0,0,0,11,9,1,1,1,12,1,0,0,0,1,3,1,0,0,4,0,0,0,0,0,26,8,2,9,45,20,1,0,0,21,10,0,0,0,10,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,216,14,10,14,254,Florida,226,New York,6,New Jersey,3,7
OHIO NORTHERN UNIVERSITY,55,1,2,2,60,2,3,0,0,5,8,1,0,1,10,3,0,0,0,3,0,1,0,0,1,1,0,0,12,5,97,0,1,0,1,2,1,0,0,1,2,18,1,0,0,19,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,1,0,13,17,3,0,0,20,11,0,1,0,12,2,0,0,0,2,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,68,6,2,3,79,Ohio,44,Indiana,4,Pennsylvania,3,2
OHIO STATE UNIVERSITY,135,8,8,5,156,27,4,5,9,45,5,1,3,1,10,1,0,0,1,2,0,0,0,0,0,6,0,4,5,3,231,0,2,0,10,12,1,0,0,0,1,28,3,4,1,36,4,0,2,0,6,9,0,0,0,9,7,0,0,0,7,9,0,0,0,9,10,0,0,0,10,14,0,0,0,14,1,0,0,0,1,40,8,5,3,56,27,1,5,3,36,4,1,0,3,8,9,0,0,1,10,3,0,0,0,3,0,0,0,0,0,2,0,0,5,7,0,0,0,0,0,168,13,16,16,213,Ohio,141,District Of Columbia,8,New York,6,3
OKLAHOMA CITY UNIVERSITY,105,1,1,1,108,26,0,3,0,29,5,0,1,0,6,1,0,1,0,2,0,0,0,0,0,3,2,2,21,3,176,0,0,0,0,0,14,0,0,0,14,43,0,1,0,44,12,0,0,0,12,4,0,0,0,4,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,36,1,3,0,40,11,0,1,0,12,6,0,1,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,137,1,6,1,145,Oklahoma,103,Texas,17,Colorado,5,0
