SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
MISSISSIPPI COLLEGE,110,3,4,0,117,13,2,0,2,17,12,0,0,0,12,4,0,0,0,4,1,0,0,0,1,10,0,1,24,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,48,0,3,1,52,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,1,1,0,0,2,0,0,0,0,0,20,3,0,0,23,28,1,1,1,31,3,0,0,0,3,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,140,5,4,2,151,Mississippi,83,Louisiana,20,Tennessee,7,0
"MISSISSIPPI, UNIVERSITY OF",120,5,0,0,125,12,3,0,1,16,10,0,0,0,10,2,0,0,0,2,0,0,0,0,0,12,0,1,13,11,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,48,2,0,1,51,7,0,0,0,7,5,0,0,0,5,6,0,0,0,6,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,2,1,0,0,3,21,3,0,0,24,19,1,0,0,20,3,0,0,0,3,6,0,0,0,6,9,1,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,144,8,0,1,153,Mississippi,78,Alabama,13,Tennessee,13,1
"MISSOURI, UNIVERSITY OF",80,3,0,2,85,23,1,1,2,27,6,0,1,1,8,1,0,1,0,2,0,0,0,0,0,2,0,0,6,1,131,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,1,3,5,0,0,0,5,17,1,0,0,18,6,0,0,0,6,1,0,0,0,1,5,0,0,0,5,3,1,0,0,4,6,0,0,0,6,1,0,0,0,1,2,0,0,0,2,21,2,1,1,25,28,0,2,0,30,2,0,0,2,4,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,5,0,0,2,7,0,0,0,0,0,110,4,3,5,122,Missouri,92,Illinois,5,California,4,1
"MISSOURI-KANSAS CITY, UNIVERSITY OF",74,2,1,2,79,19,15,4,4,42,5,0,4,1,10,1,0,1,0,2,0,0,0,0,0,0,1,2,16,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,33,0,2,1,36,7,0,0,0,7,1,1,0,0,2,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,16,16,4,5,41,14,0,1,0,15,2,0,2,0,4,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,99,17,10,7,133,Missouri,100,Kansas,25,Colorado,2,2
"MONTANA, UNIVERSITY OF",56,1,2,0,59,3,0,1,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,0,8,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,1,2,0,18,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,8,0,0,0,8,5,0,0,0,5,15,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,63,1,3,0,67,Montana,54,Colorado,2,Utah,2,0
"NEBRASKA, UNIVERSITY OF",83,1,5,0,89,12,0,1,0,13,6,0,2,1,9,1,0,0,0,1,0,0,0,0,0,3,1,0,7,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,29,0,3,0,32,9,0,0,0,9,4,0,0,0,4,6,0,0,0,6,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,1,0,22,15,1,0,0,16,7,0,3,0,10,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,102,1,8,1,112,Nebraska,90,Colorado,4,Utah,3,1
NEW ENGLAND LAW | BOSTON,139,3,12,1,155,49,2,5,1,57,30,1,6,1,38,4,0,12,0,16,0,0,0,0,0,4,10,1,52,9,342,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,13,0,0,0,13,56,0,16,1,73,9,0,0,0,9,2,0,0,0,2,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,69,2,15,0,86,33,2,2,1,38,5,1,0,0,6,0,0,0,0,0,20,1,0,0,21,0,0,0,0,0,3,0,2,1,6,0,0,0,0,0,222,6,35,3,266,Massachusetts,193,New York,7,California,6,1
NEW HAMPSHIRE UNIVERSITY OF,74,2,2,0,78,8,0,0,0,8,1,0,1,0,2,2,0,1,0,3,0,0,0,0,0,2,0,5,8,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,21,0,2,0,23,4,0,0,0,4,3,0,0,0,3,5,0,0,0,5,5,0,0,0,5,2,0,0,0,2,5,0,0,0,5,1,0,0,0,1,20,1,1,0,22,12,0,0,0,12,2,1,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,85,2,4,0,91,New Hampshire,34,Massachusetts,13,District Of Columbia,6,1
"NEW MEXICO, UNIVERSITY OF",84,2,4,0,90,3,2,2,3,10,0,0,1,0,1,1,0,0,3,4,0,0,0,0,0,2,0,0,7,0,114,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,29,0,4,2,35,5,0,0,0,5,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,3,2,10,21,2,0,0,23,3,0,0,1,4,2,0,0,0,2,12,0,0,0,12,1,0,0,0,6,0,1,0,0,1,0,0,0,1,1,88,4,7,6,110,New Mexico,87,Arizona,3,Colorado,2,2
NEW YORK LAW SCHOOL,250,12,11,6,279,78,8,11,5,102,37,4,3,2,46,10,0,8,5,23,0,0,0,0,0,3,0,12,90,7,562,0,0,0,1,1,5,1,0,1,7,1,0,0,0,1,0,0,0,0,0,6,1,0,2,9,3,0,0,0,3,102,3,15,4,124,16,0,0,0,16,17,2,0,0,19,7,0,0,0,7,5,0,0,1,6,5,0,0,0,5,22,0,0,0,22,1,0,0,0,1,115,15,13,8,151,42,2,1,1,46,12,1,2,0,15,7,0,0,0,7,13,0,0,0,13,0,0,0,0,0,8,1,2,4,15,0,0,0,0,0,375,24,33,18,450,New York,360,New Jersey,38,California,5,2
NEW YORK UNIVERSITY,505,0,0,0,505,8,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,5,537,42,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,42,2,0,0,0,2,11,0,0,0,11,5,0,0,0,5,3,0,0,0,3,4,0,0,0,4,11,0,0,0,11,34,0,0,0,34,268,0,0,0,268,0,0,0,0,0,10,0,1,0,11,40,0,0,0,40,62,0,0,0,62,47,0,0,0,47,14,0,0,0,14,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,513,0,1,0,514,New York,341,California,40,District of Columbia,26,9
NORTH CAROLINA CENTRAL UNIVERSITY,38,6,0,0,44,8,6,0,2,16,14,3,0,1,18,1,0,0,0,1,0,0,0,0,0,6,4,0,24,56,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,12,0,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,14,8,0,1,23,5,0,0,0,5,5,0,0,1,6,0,1,0,0,1,0,3,0,0,3,0,0,0,0,0,8,2,0,1,11,0,1,0,0,1,61,15,0,3,79,North Carolina,60,Georgia,3,District Of Columbia,2,0
"NORTH CAROLINA, UNIVERSITY OF",173,3,1,3,180,15,1,3,0,19,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,8,23,6,248,3,0,0,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,0,0,0,1,26,0,1,0,27,12,0,0,0,12,9,0,0,0,9,7,1,0,0,8,17,0,0,0,17,6,0,0,0,6,26,0,0,0,26,0,0,0,1,1,32,3,2,0,37,21,0,0,0,21,12,0,0,0,12,8,0,0,0,8,12,0,0,0,12,0,0,0,0,0,6,0,1,2,9,0,0,0,0,0,195,4,4,3,206,North Carolina,117,New York,14,District of Columbia,12,1
"NORTH DAKOTA, UNIVERSITY OF",44,1,1,0,46,10,0,1,0,11,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,74,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,15,0,0,0,15,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10,6,0,0,0,6,2,1,0,0,3,2,0,0,0,2,12,0,0,0,12,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,57,1,3,0,61,North Dakota,41,Minnesota,7,Georgia,1,3
NORTHEASTERN UNIVERSITY,100,9,1,6,116,20,6,1,28,55,6,0,1,1,8,0,0,0,1,1,0,0,0,0,0,2,1,3,28,4,218,1,0,0,0,1,0,2,1,23,26,0,0,0,0,0,0,0,0,0,0,1,2,1,23,27,1,0,0,1,2,19,2,0,4,25,6,0,0,0,6,3,0,0,0,3,1,1,0,0,2,2,0,0,0,2,4,0,0,0,4,10,0,0,0,10,6,0,1,0,7,17,6,1,4,28,18,3,0,0,21,27,1,0,2,30,2,0,0,0,2,8,0,0,0,8,0,0,0,0,0,1,2,1,24,28,1,0,0,1,2,126,15,3,36,180,Massachusetts,126,New York,11,California,5,4
NORTHERN ILLINOIS UNIVERSITY,63,0,5,2,70,9,1,2,3,15,2,0,2,0,4,0,0,4,0,4,0,0,0,0,0,1,1,6,15,1,117,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,1,0,5,36,0,4,2,42,2,0,0,1,3,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,1,8,1,15,17,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,74,1,13,5,93,Illinois,80,Wisconsin,6,Arizona,1,0
NORTHERN KENTUCKY UNIVERSITY,62,3,8,0,73,37,2,4,1,44,9,0,1,0,10,3,0,1,0,4,0,0,0,0,0,2,2,3,16,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,6,25,0,7,0,32,11,0,0,0,11,3,0,1,0,4,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,0,1,0,0,1,0,0,0,0,0,34,3,2,0,39,15,1,0,0,16,7,0,0,0,7,2,0,0,0,2,4,0,0,0,4,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,111,5,14,1,131,Ohio,68,Kentucky,51,Indiana,3,0
NORTHWESTERN UNIVERSITY,225,2,6,2,235,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,11,0,284,5,0,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,12,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,5,1,0,0,6,6,0,0,0,6,11,0,0,0,11,6,0,0,0,6,141,0,0,0,141,0,0,0,0,0,39,1,0,1,41,15,0,1,0,16,8,0,0,1,9,22,0,3,0,25,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,258,2,6,2,268,Illinois,104,New York,60,California,37,1
"NOTRE DAME, UNIVERSITY OF",132,4,2,0,138,16,0,1,0,17,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,8,13,0,184,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,18,0,1,0,19,9,0,0,0,9,7,0,0,0,7,4,1,0,0,5,9,0,0,0,9,16,0,0,0,16,27,0,0,0,27,0,0,0,0,0,16,1,1,0,18,24,1,0,0,25,4,0,0,0,4,10,1,0,0,11,6,0,1,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,152,4,3,0,159,Illinois,29,California,12,Indiana,12,1
NOVA SOUTHEASTERN UNIVERSITY,184,7,6,4,201,25,7,2,7,41,14,1,2,1,18,0,0,1,3,4,0,0,0,0,0,14,0,3,20,3,304,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,6,78,2,5,5,90,30,0,0,0,30,10,0,0,0,10,13,0,0,1,14,11,0,1,0,12,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,21,12,3,9,45,33,1,0,0,34,6,0,1,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,223,15,11,15,264,Florida,238,New York,5,District of Columbia,4,4
OHIO NORTHERN UNIVERSITY,64,4,0,0,68,8,0,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,15,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,27,0,0,0,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,9,0,0,0,9,11,2,0,0,13,10,0,0,0,10,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,74,4,0,0,78,Ohio,27,Indiana,9,Pennsylvania,9,0
OHIO STATE UNIVERSITY,139,3,5,8,155,40,4,2,5,51,0,0,4,0,4,1,0,0,0,1,0,0,0,0,0,3,3,3,3,2,225,2,3,0,7,12,0,1,0,5,6,0,0,0,0,0,0,0,0,0,0,2,4,0,12,18,6,1,0,0,7,16,0,3,4,23,7,0,0,0,7,5,0,0,0,5,4,0,0,0,4,7,0,0,0,7,15,0,0,0,15,16,0,0,0,16,1,0,0,0,1,48,2,3,4,57,32,1,2,0,35,11,2,1,1,15,10,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,1,2,4,8,0,0,0,0,0,180,7,11,13,211,Ohio,162,California,7,New York,6,1
OKLAHOMA CITY UNIVERSITY,113,3,1,0,117,20,5,3,1,29,5,0,1,0,6,2,0,0,2,4,0,0,0,0,0,2,1,0,8,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,18,49,4,1,0,54,8,0,0,0,8,1,0,0,0,1,0,2,0,0,2,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,2,2,37,25,1,1,0,27,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,140,8,5,3,156,Oklahoma,111,Texas,18,Missouri,6,2
"OKLAHOMA, UNIVERSITY OF",122,2,1,2,127,27,2,0,1,30,1,0,2,0,3,2,0,0,1,3,0,0,0,0,0,1,2,3,15,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,45,0,0,1,46,21,0,1,0,22,7,0,0,0,7,2,0,0,0,2,5,0,0,1,6,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,33,2,1,1,37,24,1,1,0,26,4,0,0,1,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,152,4,3,4,163,Oklahoma,110,Texas,36,Colorado,3,0
"OREGON, UNIVERSITY OF",76,4,1,5,86,19,1,1,5,26,3,0,2,2,7,1,1,0,0,2,0,0,0,0,0,3,0,1,18,8,151,0,0,0,4,4,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,9,9,5,0,0,0,5,21,1,2,2,26,9,0,0,0,9,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3,0,0,0,1,1,11,1,1,0,13,11,0,0,2,13,10,0,0,4,14,4,0,0,0,4,19,3,0,0,22,0,0,0,0,0,1,1,1,3,6,0,0,0,0,0,99,6,4,12,121,Oregon,65,California,17,Washington,13,1
PACE UNIVERSITY,122,6,8,10,146,33,3,4,0,40,31,1,5,1,38,4,2,8,0,14,0,0,0,0,0,2,1,1,22,30,294,6,2,0,8,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,8,17,2,0,0,0,2,56,0,14,1,71,10,0,0,0,10,6,0,0,0,6,5,0,0,0,5,2,0,0,0,2,2,0,0,0,2,8,0,0,0,8,1,0,0,0,1,47,6,10,1,64,25,2,0,0,27,14,1,0,0,15,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,4,2,1,8,15,1,1,0,1,3,190,12,25,11,238,New York,181,New Jersey,20,Connecticut,10,0
PENNSYLVANIA STATE UNIVERSITY,94,3,2,4,103,10,5,4,2,21,11,1,1,3,16,0,2,2,1,5,0,0,0,0,0,5,4,0,38,7,199,0,1,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,5,0,1,0,6,13,0,0,2,15,7,0,2,0,9,4,0,0,0,4,5,0,0,0,5,4,0,0,0,4,1,0,0,0,1,3,1,0,0,4,2,0,0,0,2,20,6,4,2,32,18,3,0,0,21,4,0,0,0,4,4,0,0,0,4,24,0,0,0,24,0,0,0,0,0,1,0,2,4,7,0,1,0,2,3,115,11,9,10,145,Pennsylvania,58,New York,12,Virginia,6,1
"PENNSYLVANIA, UNIVERSITY OF",235,1,1,0,237,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,259,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,3,0,1,0,4,2,0,0,0,2,3,0,0,0,3,3,0,0,0,3,11,0,0,0,11,18,0,0,0,18,126,0,0,0,126,0,0,0,0,0,19,0,0,0,19,8,1,0,0,9,14,0,0,0,14,24,0,0,0,24,17,0,0,0,17,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,250,1,1,0,252,New York,104,District of Columbia,37,Pennsylvania,36,2
PEPPERDINE UNIVERSITY,113,1,5,2,121,25,3,5,11,44,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,8,3,13,20,0,213,0,0,0,0,0,0,0,2,9,11,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,3,0,0,0,3,42,1,4,3,50,10,0,0,0,10,10,0,0,0,10,8,0,0,0,8,5,0,0,0,5,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,22,2,6,0,30,9,0,0,1,10,3,0,2,0,5,7,0,0,0,7,4,0,0,0,4,0,0,0,0,0,1,1,2,9,13,0,0,0,0,0,138,4,14,13,169,California,128,Texas,10,Nevada,4,1
"PITTSBURGH, UNIVERSITY OF",135,8,6,1,150,30,9,1,0,40,0,1,0,0,1,2,1,0,0,3,0,0,0,0,0,2,4,0,36,6,242,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,2,0,0,0,2,32,0,4,0,36,12,0,1,0,13,4,0,0,0,4,3,0,0,0,3,6,1,0,0,7,4,0,0,0,4,13,0,0,0,13,0,0,0,0,0,40,11,0,1,52,13,2,2,0,17,11,2,0,0,13,6,0,0,0,6,19,0,0,0,19,0,0,0,0,0,2,3,0,0,5,0,0,0,0,0,167,19,7,1,194,Pennsylvania,147,District Of Columbia,8,New York,7,2
PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,18,14,1,5,38,1,5,3,4,13,20,8,2,3,33,0,0,3,1,4,0,0,0,0,0,4,3,1,66,78,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,9,10,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,8,32,11,8,1,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,39,27,9,13,88,Puerto Rico,88,District Of Columbia,8,New York,7,0
"PUERTO RICO, UNIVERSITY OF",39,4,1,0,44,25,4,4,2,35,18,2,1,1,22,0,1,0,0,1,0,0,0,0,0,6,4,20,54,11,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,12,3,1,1,17,3,0,0,0,3,3,0,0,0,3,6,0,1,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,1,2,32,10,2,0,0,12,5,1,1,0,7,1,0,0,0,1,7,0,1,0,8,1,0,0,0,1,3,1,0,0,4,1,0,0,0,1,82,11,6,3,102,Puerto Rico,94,Florida,1,Massachusetts,1,2
QUINNIPIAC UNIVERSITY,51,3,3,0,57,41,4,3,1,49,8,0,1,0,9,3,0,4,0,7,0,0,0,0,0,2,0,6,7,11,148,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,36,3,5,1,45,3,1,0,0,4,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,27,1,5,0,33,19,0,0,0,19,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,103,7,11,1,122,Connecticut,91,New York,9,Massachusetts,5,0
REGENT UNIVERSITY,80,3,4,1,88,9,1,1,2,13,2,0,1,1,4,0,0,1,1,2,0,0,0,0,0,3,0,6,13,9,138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,4,27,0,4,1,32,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,1,1,2,16,25,0,0,0,25,7,1,1,1,10,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,91,4,7,5,107,Virginia,36,Florida,7,Texas,6,1
"RICHMOND, UNIVERSITY OF",82,1,1,2,86,20,1,2,0,23,3,0,3,0,6,0,0,3,0,3,0,0,0,0,0,3,0,9,12,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,29,0,0,0,29,5,1,0,0,6,2,0,0,0,2,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,20,1,8,0,29,9,0,0,0,9,6,0,1,2,9,4,0,0,0,4,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2,9,2,118,Virginia,92,District of Columbia,9,New York,4,1
ROGER WILLIAMS UNIVERSITY,73,5,9,1,88,10,1,1,0,12,15,0,3,2,20,1,0,5,2,8,0,0,0,0,0,2,1,2,27,15,175,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,3,35,2,6,1,44,6,0,0,0,6,4,0,0,0,4,1,1,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,17,1,9,2,29,9,1,0,1,11,3,0,2,0,5,3,0,0,0,3,14,0,0,0,14,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,99,6,18,5,128,Rhode Island,61,Massachusetts,17,Connecticut,9,3
